,distance,hash,latitude,longitude,serial,time
0,9.12,072dc794e212cfe9866e1242d801701f299d36f4aea2da25e22246cc,60.16762,24.95415,000000006b44cce7,2019-08-02T23:56:00Z
1,31.5,11881d6fc4d60023a5faa152e5e173d13804ebda525625de58e1ff83,60.16762,24.95415,000000006b44cce7,2019-08-02T23:56:00Z
2,33.81,129dad6828fb3e17a08cbc4f37bc09bbf2759d63eefc3cd646806e36,60.16897,24.95222,00000000aa852af1,2019-08-02T23:56:00Z
3,23.56,14c7e1511b70f4dd3359cbece1377aebb4d70531f5489eefe53d7c3c,60.16544,24.95398,0000000038d83d41,2019-08-02T23:56:00Z
4,31.5,15e0a1c4a5ecd14ca213bd15f1a4c523cc48692e0220470ac4199a40,60.17002,24.94407,000000006b087f40,2019-08-02T23:56:00Z
5,31.5,165ebbb4090d47319ae370f0d0854fdc1f6b79499f8b2e4d3c3533c0,60.16544,24.95398,0000000038d83d41,2019-08-02T23:56:00Z
6,18.79,1d513a9eda6958eaa6394ca7a03bb7c0beb946191e40ea22378b96fa,60.16762,24.95415,000000006b44cce7,2019-08-02T23:56:00Z
7,10.78,2596202d2c842b8546832c3b5ad0c64635e1d0e2b48133a1581da93e,60.16829,24.94214,00000000afef4555,2019-08-02T23:56:00Z
8,11.7,27391f5fe0d6372b87fd8909e6325800f7d4a552f40b0bad20ffa5f0,60.16762,24.95415,000000006b44cce7,2019-08-02T23:56:00Z
9,8.38,297c725b456ef12d2712634b21546721cbe93224d3a5762d897404f2,60.16762,24.95415,000000006b44cce7,2019-08-02T23:56:00Z
10,14.89,2a93b61a3863ace54349d7a0937e4134fcc6d4dfcf064eefae2b7cf8,60.15432,24.9211,0000000019fb59c4,2019-08-02T23:56:00Z
11,25.36,2af9f18ec38ddcce3e687bdf1a0e3d95da68f65a2028ee4a3bdeddab,60.15432,24.9211,0000000019fb59c4,2019-08-02T23:56:00Z
12,9.12,3193ebc4e01b4451b1242fd69a62b4a3af31c0150312780985ad1d1a,60.16762,24.95415,000000006b44cce7,2019-08-02T23:56:00Z
13,21.87,43b676ed3aef4c2d8846694817e76117873be52e7f788e0cb366c1c4,60.16629,24.95957,00000000fb7600be,2019-08-02T23:56:00Z
14,18.79,52f6a3a3aa57239ef1fb406b6d276ffea0771b2d59b02598092b8971,60.16762,24.95415,000000006b44cce7,2019-08-02T23:56:00Z
15,21.87,5bbb5184fded3e51bc78e45e39917794285e6bbc72da404802a9599a,60.16531,24.9442,00000000fdda10fe,2019-08-02T23:56:00Z
16,18.79,5d65719c4cbf045f068d084b72302f447d5fd034413d97d13be00d0e,60.18203,24.91341,00000000342570c2,2019-08-02T23:56:00Z
17,27.28,5e949d74f5d299b302e8a43cfeaa887af012fb17b3d7834f07c59efe,60.17002,24.94407,000000006b087f40,2019-08-02T23:56:00Z
18,12.69,6cfbfcaa0537a5f069c07cbe6de6e4a7152da71e916ab408bfd02971,60.16762,24.95415,000000006b44cce7,2019-08-02T23:56:00Z
19,25.36,6ff437688c444238352c28f64f9d2a7d0f14d19c9ea42c225380501e,60.16762,24.95415,000000006b44cce7,2019-08-02T23:56:00Z
20,18.79,747f2d1ebff218c0ebbdc0fdaef4cbe56633dfb46ae1b1f8c8142201,60.16762,24.95415,000000006b44cce7,2019-08-02T23:56:00Z
21,23.56,77839e655f856d5295739c2388237a95b399c3b8a4f659cd1345d939,60.16829,24.94214,00000000afef4555,2019-08-02T23:56:00Z
22,9.12,87dfaad29a9276ddddb1fa021d3bc23ad14824c1af16f7d87e713689,60.14951,24.92138,0000000006dd41f6,2019-08-02T23:56:00Z
23,11.7,89eb0ceacf045c977620b367105bca866d88eac38cc218f77442eeda,60.16829,24.94214,00000000afef4555,2019-08-02T23:56:00Z
24,11.7,8c75c3289c84fe4493e1e272a77b615fe1985880c5dc68a7c1a17b53,60.16762,24.95415,000000006b44cce7,2019-08-02T23:56:00Z
25,16.1,8ff60f950161ed884860c37d18e95c683a57d568528f4083008a5dd8,60.15432,24.9211,0000000019fb59c4,2019-08-02T23:56:00Z
26,16.1,94512cd21b284eddaddc0be0d385bf5072dbeaa7e3eb345b3c161aa6,60.16762,24.95415,000000006b44cce7,2019-08-02T23:56:00Z
27,17.4,9843c6216661048343a0e49cf3d8aa2883cf77f452666a1c873a1052,60.16448,24.97323,0000000053c6c2be,2019-08-02T23:56:00Z
28,38.87,a13338a4328402ed9d7c7af92b2ae1ff5901cf856cfe33add3c21637,60.16531,24.9442,00000000fdda10fe,2019-08-02T23:56:00Z
29,12.69,a406256e97e44cd5d29d17c9e83901297c54bc0b9f5950341e2b23e8,60.16762,24.95415,000000006b44cce7,2019-08-02T23:56:00Z
30,36.27,a91d379a4b57c5df22db0d7a041ff69f657b4b31f28554b1011fc03c,60.16544,24.95398,0000000038d83d41,2019-08-02T23:56:00Z
31,14.89,b4faf2d3c4d2b199afeab6ab63b583fe3a2e81e14abbef6917f25129,60.15432,24.9211,0000000019fb59c4,2019-08-02T23:56:00Z
32,7.69,b5fd6b317890e5ab2d79e2cd1abe61626d45a753c7337d0d40728898,60.16762,24.95415,000000006b44cce7,2019-08-02T23:56:00Z
33,9.12,bb52abe4edeb7604c7a55e84373a051fe6adeac1849883eb0877f237,60.15432,24.9211,0000000019fb59c4,2019-08-02T23:56:00Z
34,9.12,bb98768dad0f7c52cf643f035a3e7e48f5cfe28557c66f2a75914b31,60.15432,24.9211,0000000019fb59c4,2019-08-02T23:56:00Z
35,29.32,c0f4fab6444e2374d8f07376b5132573fc3803066d1519bbcd319f42,60.15432,24.9211,0000000019fb59c4,2019-08-02T23:56:00Z
36,31.5,c651fc214f7007b284b59fd933ac3a1c3b372fc8f47cd0f3245ba316,60.17002,24.94407,000000006b087f40,2019-08-02T23:56:00Z
37,18.79,ca94ea8bc22f07965f543cd3ead8a37fbd78a987bb93b7742ed6febe,60.16829,24.94214,00000000afef4555,2019-08-02T23:56:00Z
38,29.32,ce197d5eedb5498917afe7ca3f7275ffeb191f0c5d050bffa154c1d2,60.16531,24.9442,00000000fdda10fe,2019-08-02T23:56:00Z
39,18.79,cf05623e4d87ce0906c0b0b7dbf53aacc1228016cd27c341228b6e76,60.18203,24.91341,00000000342570c2,2019-08-02T23:56:00Z
40,31.5,cfc0bedb78ded52749db3188cb188bf6a250ef5990da9c5afa9623fc,60.17002,24.94407,000000006b087f40,2019-08-02T23:56:00Z
41,16.1,da3f8a9924ac789c223fe629d063aa23403ffed3bf8166bd44e4d0d0,60.16762,24.95415,000000006b44cce7,2019-08-02T23:56:00Z
42,16.1,ea2af410359f5c862dbc71554cc0b6ea29d823a91db3209fcd2a8c76,60.16762,24.95415,000000006b44cce7,2019-08-02T23:56:00Z
43,21.87,f088630d7476dae7d4b7e2bb1f10575f2c89acb4b6e061f3d57c2b40,60.16531,24.9442,00000000fdda10fe,2019-08-02T23:56:00Z
44,9.12,fa174c07354fca0bb5a193097c3a41f5c79ba61efc1b2f1dd7ae2312,60.16762,24.95415,000000006b44cce7,2019-08-02T23:56:00Z
45,13.75,fc4f3a44235f1cfc7b53f14ba2da599976a5a0a220d23b852688e485,60.17919,24.95181,000000007b5207b6,2019-08-02T23:56:00Z
46,25.36,043a655959e4a843e667ea56f161cd394e22c03199dadd4652a62cad,60.16762,24.95415,000000006b44cce7,2019-08-02T23:56:00Z
47,2.3,04d373ddce4e3377907b367e4f8b96c8f3c15614d41c0928b562515e,60.1538,24.95595,0000000038bf9618,2019-08-02T23:56:00Z
48,8.38,0efd6893a51b020ea62914de6f7407e2b3e7d6142ed536fc6ae73fb5,60.1538,24.95595,0000000038bf9618,2019-08-02T23:56:00Z
49,7.69,12a515e0fc44c3069f02f7486d7fa7d34efa0770e6c47a97ec61f2a9,60.16897,24.95222,00000000aa852af1,2019-08-02T23:56:00Z
50,12.69,1609222874021ede6d2b779807ac2b8fc07f933f5c27580078417165,60.1538,24.95595,0000000038bf9618,2019-08-02T23:56:00Z
51,33.81,1840c409c7b8cb73271f40dc9cb92e0d27bed44b5a687777e2e65725,60.1538,24.95595,0000000038bf9618,2019-08-02T23:56:00Z
52,21.87,18674bec29cf231339b3528ad5740050340ca40a0d5cc91cfbcc1ca1,60.1538,24.95595,0000000038bf9618,2019-08-02T23:56:00Z
53,9.12,19f5562b5469a88842813c2c02c5cb0fd9364519bc70db85b029661c,60.14947,24.91438,000000004ef3150d,2019-08-02T23:56:00Z
54,29.32,1dacfb371d75dd4f90f447aac2a00faad98beb4188a6971c19eb2375,60.16629,24.95957,00000000fb7600be,2019-08-02T23:56:00Z
55,27.28,21bd1e9b38fddee778ccb7a02c6b396438b768157d15fb82dd6a208e,60.1538,24.95595,0000000038bf9618,2019-08-02T23:56:00Z
56,23.56,2278617ae08c285f5260c16f3899ff9ea1c441678e05d0f9dde57189,60.17002,24.94407,000000006b087f40,2019-08-02T23:56:00Z
57,7.69,2b32f7c4ca8e8d620d956253ba0d94f3c9d161b4f87f0e5dd4a432dc,60.16531,24.9442,00000000fdda10fe,2019-08-02T23:56:00Z
58,36.27,2b507ac0673a0f914f077735a2170dee25913fe99a44fd091fc9a631,60.1538,24.95595,0000000038bf9618,2019-08-02T23:56:00Z
59,9.12,2eb093ab50ea1c9d01c3698244546e000a362dae2ef62837105c5db0,60.1538,24.95595,0000000038bf9618,2019-08-02T23:56:00Z
60,36.27,386b7fa7084dc0c31331e6bb2cbe8864eea029e0633f36c5865712b4,60.17002,24.94407,000000006b087f40,2019-08-02T23:56:00Z
61,20.28,3a6de0594a2985ed64218c810b397abdcf4c0954462b044a50ebf8dc,60.1538,24.95595,0000000038bf9618,2019-08-02T23:56:00Z
62,25.36,3c059a3a4267b7060c9417ace61b408c312db92a633ad44877d62431,60.16897,24.95222,00000000aa852af1,2019-08-02T23:56:00Z
63,20.28,3dc476e3f84639f4245564bdb06dfc7b0d7f1be8e25d8beb3a5f9d22,60.16762,24.95415,000000006b44cce7,2019-08-02T23:56:00Z
64,31.5,3ddf5b15ad8481c049dd60eda78bbfc98ea111445bd175112bc2899f,60.1538,24.95595,0000000038bf9618,2019-08-02T23:56:00Z
65,23.56,3fb69edd8d7d8f35b49212a0ebe02dcc0872982f19f7d18356a0b44e,60.17002,24.94407,000000006b087f40,2019-08-02T23:56:00Z
66,21.87,4074dbe28f9164cb4d391582cdbfd695069d7274dc3ae4bfcd8add5f,60.1538,24.95595,0000000038bf9618,2019-08-02T23:56:00Z
67,11.7,43c07f66de0d495c7f2af55a7c8ac488c4275e3a929159b955292a54,60.1538,24.95595,0000000038bf9618,2019-08-02T23:56:00Z
68,7.05,47fb1d44ab56f44efe34dd9a1922020359bb39f796a900b4496a548a,60.16531,24.9442,00000000fdda10fe,2019-08-02T23:56:00Z
69,23.56,4fd88aa37e9eca8d20a943bdd6b5f3720b5ee02645e6af774644c875,60.1538,24.95595,0000000038bf9618,2019-08-02T23:56:00Z
70,10.78,584cb0b0cdd14e608c8b57c8aecc9826f9b40027e365e2438a444ea2,60.16762,24.95415,000000006b44cce7,2019-08-02T23:56:00Z
71,18.79,5bdaceb94039466c2548744cfa15f2b96e648ce8027472e6948b65a1,60.1538,24.95595,0000000038bf9618,2019-08-02T23:56:00Z
72,14.89,5dd16c3f15553739b17f6a2e8f9315735f2cd17b0a88f4ed0966b7b2,60.16829,24.94214,00000000afef4555,2019-08-02T23:56:00Z
73,29.32,5e7a161768f45b705a0c23d86b93e62279872e867957f1c7e010af16,60.17002,24.94407,000000006b087f40,2019-08-02T23:56:00Z
74,8.38,631c9af1c491a004e506d00ef3ed5f790b2ac6e57005d3e7d8ac4246,60.1538,24.95595,0000000038bf9618,2019-08-02T23:56:00Z
75,11.7,665b198e38735fd427a4dc3d8db5cb3fd6de6e2fca68594d5e8681e3,60.16829,24.94214,00000000afef4555,2019-08-02T23:56:00Z
76,33.81,669575cc37329889315cbac74485eb7ba3b1277f0130227602f120fa,60.16897,24.95222,00000000aa852af1,2019-08-02T23:56:00Z
77,18.79,69fb5575d05fab63effb6533736b08e61aab369155fb66ea44f2c3e4,60.1538,24.95595,0000000038bf9618,2019-08-02T23:56:00Z
78,20.28,6d5a8c16122e9f77578cb4e02d905c2faa6ec585bdf2536eed2f195a,60.149,24.9843,00000000fffb8cf0,2019-08-02T23:56:00Z
79,33.81,72b08265d64b72a5e018e68571c031713fca1228c612eec83b928e06,60.1538,24.95595,0000000038bf9618,2019-08-02T23:56:00Z
80,17.4,7dae6dc8eb8b187fa19a9d9793901c919d872d1a8741f9087c540c2f,60.16531,24.9442,00000000fdda10fe,2019-08-02T23:56:00Z
81,29.32,7e69283d842a5780a7abedbd22c0d77f8ffe6b850b30ff2092a5a0b7,60.1538,24.95595,0000000038bf9618,2019-08-02T23:56:00Z
82,7.69,81ac95dd212dde95b99b560ec6bac54fa590dd5e4d4bb90b116f3110,60.1538,24.95595,0000000038bf9618,2019-08-02T23:56:00Z
83,29.32,84020b12b4c7563fa3d38a38eedb945a1e9cddbcc61d6b20b30b6f41,60.16629,24.95957,00000000fb7600be,2019-08-02T23:56:00Z
