,distance,hash,latitude,longitude,serial,time
0,7.69,0427fca898279d3a65935d9844b4a5a0bcbe2c05bb80e8e5781e5626,60.14951,24.92138,0000000006dd41f6,2019-08-02T11:53:00Z
1,17.4,072dc794e212cfe9866e1242d801701f299d36f4aea2da25e22246cc,60.16762,24.95415,000000006b44cce7,2019-08-02T11:53:00Z
2,20.28,0803a8ac3d21fda05be813b59bd5735bbac8f4a1df84e86ab137bb62,60.17002,24.94407,000000006b087f40,2019-08-02T11:53:00Z
3,18.79,14c7e1511b70f4dd3359cbece1377aebb4d70531f5489eefe53d7c3c,60.16544,24.95398,0000000038d83d41,2019-08-02T11:53:00Z
4,3.09,15918569de0a46a8eb56b43d8d39f7fc82619ff1006f00822c85745c,60.17919,24.95181,000000007b5207b6,2019-08-02T11:53:00Z
5,27.28,165ebbb4090d47319ae370f0d0854fdc1f6b79499f8b2e4d3c3533c0,60.16544,24.95398,0000000038d83d41,2019-08-02T11:53:00Z
6,20.28,178f76e522a1e157513809c161096bd769d97a8b5478fe602a878faa,60.16897,24.95222,00000000aa852af1,2019-08-02T11:53:00Z
7,31.5,24d2f2ddd119efcb13abb0ab2cb53850e9788b6713967ccca4d6e071,60.16897,24.95222,00000000aa852af1,2019-08-02T11:53:00Z
8,14.89,2a93b61a3863ace54349d7a0937e4134fcc6d4dfcf064eefae2b7cf8,60.15432,24.9211,0000000019fb59c4,2019-08-02T11:53:00Z
9,25.36,2af9f18ec38ddcce3e687bdf1a0e3d95da68f65a2028ee4a3bdeddab,60.15432,24.9211,0000000019fb59c4,2019-08-02T11:53:00Z
10,16.1,362831d05a91405bde6222bcca089364c28fdacd74ea0798d842f641,60.16762,24.95415,000000006b44cce7,2019-08-02T11:53:00Z
11,27.28,46454ba38ec0c430335717781f1bc208b9aaa50bd0a9af67cd691f87,60.16897,24.95222,00000000aa852af1,2019-08-02T11:53:00Z
12,11.7,4e4983ad1b3568a67c4c7d22f3d4882aba49c7eb042437f641f3ba97,60.16075,24.95883,00000000f1124bca,2019-08-02T11:53:00Z
13,12.69,4f984bbfc22a0360f20ba7e180eceeea4ea0df08aea91f23001b651f,60.17002,24.94407,000000006b087f40,2019-08-02T11:53:00Z
14,25.36,5d65719c4cbf045f068d084b72302f447d5fd034413d97d13be00d0e,60.18203,24.91341,00000000342570c2,2019-08-02T11:53:00Z
15,18.79,5eed115a984d490b02b602d73787aee8dc8c4e9365b77fbff3818a76,60.16629,24.95957,00000000fb7600be,2019-08-02T11:53:00Z
16,38.87,615d410f0b6bdfe238bd2ae35e15233be6ca7037ea5f8f2fde115bab,60.14699,24.922,00000000a53ed894,2019-08-02T11:53:00Z
17,18.79,646c47a7a578720c29f6c6d59929f8e7007be4ed23051011680bffce,60.16544,24.95398,0000000038d83d41,2019-08-02T11:53:00Z
18,21.87,658acf5aeb403e192248d44eaf870760de7ec0a61382fec411471669,60.173,24.92524,0000000096918cfa,2019-08-02T11:53:00Z
19,14.89,74a1bb35238adc79101c0097527f66fa7e11bc45d376c9db4ab8867f,60.16762,24.95415,000000006b44cce7,2019-08-02T11:53:00Z
20,20.28,766af372864f873a3bffe4a50ab40711cdba98f6b3e4ecd80b299264,60.16829,24.94214,00000000afef4555,2019-08-02T11:53:00Z
21,20.28,79a1466ce5fc4bafcfcb5b7077efd4c76c9b83b85860420ac0019994,60.16897,24.95222,00000000aa852af1,2019-08-02T11:53:00Z
22,6.46,79d6517dd586288c09cc83dc2b51dd0212b9afe1f45726d03caf088b,60.17918,24.95141,00000000675d5200,2019-08-02T11:53:00Z
23,5.41,87dfaad29a9276ddddb1fa021d3bc23ad14824c1af16f7d87e713689,60.14951,24.92138,0000000006dd41f6,2019-08-02T11:53:00Z
24,14.89,8ff60f950161ed884860c37d18e95c683a57d568528f4083008a5dd8,60.15432,24.9211,0000000019fb59c4,2019-08-02T11:53:00Z
25,20.28,94b5922a741b974e08d72e750daaf158b93abab4e075dfe8196cb7f1,60.14699,24.922,00000000a53ed894,2019-08-02T11:53:00Z
26,25.36,9500bab795f51bdd64c3f0f2cd00ad5aa6d9b93195c29484e6e5f92a,60.16762,24.95415,000000006b44cce7,2019-08-02T11:53:00Z
27,18.79,9843c6216661048343a0e49cf3d8aa2883cf77f452666a1c873a1052,60.16448,24.97323,0000000053c6c2be,2019-08-02T11:53:00Z
28,33.81,9d03d14afa49576281aa26db60e517f7c1ec8aa36f7756959a860a8a,60.17002,24.94407,000000006b087f40,2019-08-02T11:53:00Z
29,12.69,a1ba09b019cae8df2ec9396f46a163e5b29858a11380955ed9605985,60.15432,24.9211,0000000019fb59c4,2019-08-02T11:53:00Z
30,14.89,a4e82409633b101ee4abc8972703e4a946bf47ac481da2bbe69e093c,60.16762,24.95415,000000006b44cce7,2019-08-02T11:53:00Z
31,17.4,b4faf2d3c4d2b199afeab6ab63b583fe3a2e81e14abbef6917f25129,60.15432,24.9211,0000000019fb59c4,2019-08-02T11:53:00Z
32,14.89,b5fd6b317890e5ab2d79e2cd1abe61626d45a753c7337d0d40728898,60.16762,24.95415,000000006b44cce7,2019-08-02T11:53:00Z
33,9.12,bb52abe4edeb7604c7a55e84373a051fe6adeac1849883eb0877f237,60.15432,24.9211,0000000019fb59c4,2019-08-02T11:53:00Z
34,9.12,bb98768dad0f7c52cf643f035a3e7e48f5cfe28557c66f2a75914b31,60.15432,24.9211,0000000019fb59c4,2019-08-02T11:53:00Z
35,23.56,bd9b51d70f3c69d90f01d6a3dae2fc0a96ea49b8ed2df5dd4e31ca3a,60.17918,24.95141,00000000675d5200,2019-08-02T11:53:00Z
36,10.78,c0f257a6f191c71651fb39696b452b27b026e04d3d229cb8d2c63d57,60.17919,24.95181,000000007b5207b6,2019-08-02T11:53:00Z
37,10.78,c9b8c6ab8b254622c2f94073576fc9de23dee2b59b9810f6e2bc7f92,60.16762,24.95415,000000006b44cce7,2019-08-02T11:53:00Z
38,25.36,cb11e624fdfae52d90316e0accf5ce595aa3ae5f4d46213d9c21a710,60.14951,24.92138,0000000006dd41f6,2019-08-02T11:53:00Z
39,20.28,cf05623e4d87ce0906c0b0b7dbf53aacc1228016cd27c341228b6e76,60.18203,24.91341,00000000342570c2,2019-08-02T11:53:00Z
40,11.7,d8d39ecacdece7529d8c5ab37b39df75fe63899d7724f856c927c351,60.16544,24.95398,0000000038d83d41,2019-08-02T11:53:00Z
41,27.28,dd7c9b8e47b0125376e8d0433f90443bb3a6e0adfa073c04d0b9e07c,60.17002,24.94407,000000006b087f40,2019-08-02T11:53:00Z
42,27.28,f6fd6f2098c9860e84460086d2381ff143c63785709cfd13a1f4dab1,60.16544,24.95398,0000000038d83d41,2019-08-02T11:53:00Z
43,21.87,fc4f3a44235f1cfc7b53f14ba2da599976a5a0a220d23b852688e485,60.17918,24.95141,00000000675d5200,2019-08-02T11:53:00Z
44,13.75,00458f68a72e603c810b11bd697cd36ad03e5dbc76a852b336aa5db9,60.14951,24.92138,0000000006dd41f6,2019-08-02T11:53:00Z
45,17.4,00b056193e67b411b75f07f432b8e4e4e26b0b41b2623ed397dbc605,60.15432,24.9211,0000000019fb59c4,2019-08-02T11:53:00Z
46,9.92,0213355099a877fa624e4fff22d180813c3f45c48870ba5aab14ac05,60.17918,24.95141,00000000675d5200,2019-08-02T11:53:00Z
47,27.28,03085b6f908efe9fdc2bc443c13190462b6b9ab6eb2a33888a762de3,60.16075,24.95883,00000000f1124bca,2019-08-02T11:53:00Z
48,9.92,03987180a93f2c2b282ff0c730b7d0be2de7c8675eb1660cf3cb2761,60.16897,24.95222,00000000aa852af1,2019-08-02T11:53:00Z
49,16.1,05962a09bb013a9a4c1af07596e65b717d3a4b87509ea7f30edecdc3,60.16629,24.95957,00000000fb7600be,2019-08-02T11:53:00Z
50,29.32,06a99b3a5bde37ad189c3b6b8e436d4687943869e632cec42f826c3d,60.16829,24.94214,00000000afef4555,2019-08-02T11:53:00Z
51,17.4,07952fac01fd2aab59e48401f0dee6b6f32d8412b8a816808cf0d976,60.16544,24.95398,0000000038d83d41,2019-08-02T11:53:00Z
